game 1720 : Score 0 : 98540, score 1 : 81140
game 1721 : Score 0 : 98540, score 1 : 81230
game 1722 : Score 0 : 98630, score 1 : 81230
game 1723 : Score 0 : 98720, score 1 : 81230
game 1724 : Score 0 : 98720, score 1 : 81310
game 1725 : Score 0 : 98810, score 1 : 81310
game 1726 : Score 0 : 98810, score 1 : 81410
game 1727 : Score 0 : 98900, score 1 : 81410
game 1728 : Score 0 : 98900, score 1 : 81570
game 1729 : Score 0 : 98900, score 1 : 81670
game 1730 : Score 0 : 98900, score 1 : 81760
game 1731 : Score 0 : 98900, score 1 : 81920
game 1732 : Score 0 : 98980, score 1 : 81920
game 1733 : Score 0 : 98980, score 1 : 82000
game 1734 : Score 0 : 98980, score 1 : 82090
game 1735 : Score 0 : 99140, score 1 : 82090
game 1736 : Score 0 : 99220, score 1 : 82090
game 1737 : Score 0 : 99220, score 1 : 82190
game 1738 : Score 0 : 99320, score 1 : 82190
game 1739 : Score 0 : 99400, score 1 : 82190
game 1740 : Score 0 : 99400, score 1 : 82290
game 1741 : Score 0 : 99490, score 1 : 82290
game 1742 : Score 0 : 99490, score 1 : 82450
game 1743 : Score 0 : 99490, score 1 : 82540
game 1744 : Score 0 : 99580, score 1 : 82540
game 1745 : Score 0 : 99690, score 1 : 82540
game 1746 : Score 0 : 99770, score 1 : 82540
game 1747 : Score 0 : 99930, score 1 : 82540
game 1748 : Score 0 : 99930, score 1 : 82700
game 1749 : Score 0 : 99930, score 1 : 82780
game 1750 : Score 0 : 100010, score 1 : 82780
game 1751 : Score 0 : 100100, score 1 : 82780
game 1752 : Score 0 : 100100, score 1 : 82870
game 1753 : Score 0 : 100190, score 1 : 82870
game 1754 : Score 0 : 100190, score 1 : 83030
game 1755 : Score 0 : 100350, score 1 : 83030
game 1756 : Score 0 : 100350, score 1 : 83120
game 1757 : Score 0 : 100510, score 1 : 83120
game 1758 : Score 0 : 100600, score 1 : 83120
game 1759 : Score 0 : 100600, score 1 : 83210
game 1760 : Score 0 : 100760, score 1 : 83210
game 1761 : Score 0 : 100850, score 1 : 83210
game 1762 : Score 0 : 100850, score 1 : 83300
game 1763 : Score 0 : 100930, score 1 : 83300
game 1764 : Score 0 : 101090, score 1 : 83300
game 1765 : Score 0 : 101090, score 1 : 83380
game 1766 : Score 0 : 101090, score 1 : 83540
game 1767 : Score 0 : 101090, score 1 : 83700
game 1768 : Score 0 : 101170, score 1 : 83700
game 1769 : Score 0 : 101260, score 1 : 83700
game 1770 : Score 0 : 101260, score 1 : 83790
game 1771 : Score 0 : 101260, score 1 : 83880
game 1772 : Score 0 : 101260, score 1 : 83980
game 1773 : Score 0 : 101260, score 1 : 84070
game 1774 : Score 0 : 101260, score 1 : 84160
game 1775 : Score 0 : 101350, score 1 : 84160
game 1776 : Score 0 : 101350, score 1 : 84250
game 1777 : Score 0 : 101350, score 1 : 84340
game 1778 : Score 0 : 101430, score 1 : 84340
game 1779 : Score 0 : 101430, score 1 : 84430
game 1780 : Score 0 : 101590, score 1 : 84430
game 1781 : Score 0 : 101670, score 1 : 84430
game 1782 : Score 0 : 101770, score 1 : 84430
game 1783 : Score 0 : 101770, score 1 : 84530
game 1784 : Score 0 : 101770, score 1 : 84610
game 1785 : Score 0 : 101870, score 1 : 84610
game 1786 : Score 0 : 101960, score 1 : 84610
game 1787 : Score 0 : 101960, score 1 : 84710
game 1788 : Score 0 : 102050, score 1 : 84710
game 1789 : Score 0 : 102050, score 1 : 84800
game 1790 : Score 0 : 102050, score 1 : 84890
game 1791 : Score 0 : 102130, score 1 : 84890
game 1792 : Score 0 : 102130, score 1 : 85050
game 1793 : Score 0 : 102220, score 1 : 85050
game 1794 : Score 0 : 102380, score 1 : 85050
game 1795 : Score 0 : 102470, score 1 : 85050
game 1796 : Score 0 : 102470, score 1 : 85210
game 1797 : Score 0 : 102470, score 1 : 85300
game 1798 : Score 0 : 102470, score 1 : 85380
game 1799 : Score 0 : 102470, score 1 : 85540
game 1800 : Score 0 : 102470, score 1 : 85620
game 1801 : Score 0 : 102550, score 1 : 85620
game 1802 : Score 0 : 102630, score 1 : 85620
game 1803 : Score 0 : 102790, score 1 : 85620
game 1804 : Score 0 : 102880, score 1 : 85620
game 1805 : Score 0 : 102880, score 1 : 85710
game 1806 : Score 0 : 102880, score 1 : 85800
game 1807 : Score 0 : 102970, score 1 : 85800
game 1808 : Score 0 : 103060, score 1 : 85800
game 1809 : Score 0 : 103140, score 1 : 85800
game 1810 : Score 0 : 103240, score 1 : 85800
game 1811 : Score 0 : 103320, score 1 : 85800
game 1812 : Score 0 : 103320, score 1 : 85910
game 1813 : Score 0 : 103410, score 1 : 85910
game 1814 : Score 0 : 103410, score 1 : 86000
game 1815 : Score 0 : 103410, score 1 : 86090
game 1816 : Score 0 : 103490, score 1 : 86090
game 1817 : Score 0 : 103650, score 1 : 86090
game 1818 : Score 0 : 103650, score 1 : 86190
game 1819 : Score 0 : 103650, score 1 : 86280
game 1820 : Score 0 : 103650, score 1 : 86370
game 1821 : Score 0 : 103810, score 1 : 86370
game 1822 : Score 0 : 103810, score 1 : 86470
game 1823 : Score 0 : 103970, score 1 : 86470
game 1824 : Score 0 : 104050, score 1 : 86470
game 1825 : Score 0 : 104130, score 1 : 86470
game 1826 : Score 0 : 104130, score 1 : 86560
game 1827 : Score 0 : 104220, score 1 : 86560
game 1828 : Score 0 : 104380, score 1 : 86560
game 1829 : Score 0 : 104470, score 1 : 86560
game 1830 : Score 0 : 104560, score 1 : 86560
game 1831 : Score 0 : 104720, score 1 : 86560
game 1832 : Score 0 : 104800, score 1 : 86560
game 1833 : Score 0 : 104880, score 1 : 86560
game 1834 : Score 0 : 104980, score 1 : 86560
game 1835 : Score 0 : 105060, score 1 : 86560
game 1836 : Score 0 : 105060, score 1 : 86640
game 1837 : Score 0 : 105220, score 1 : 86640
game 1838 : Score 0 : 105310, score 1 : 86640
game 1839 : Score 0 : 105470, score 1 : 86640
game 1840 : Score 0 : 105560, score 1 : 86640
game 1841 : Score 0 : 105560, score 1 : 86730
game 1842 : Score 0 : 105560, score 1 : 86810
game 1843 : Score 0 : 105560, score 1 : 86900
game 1844 : Score 0 : 105560, score 1 : 87060
game 1845 : Score 0 : 105650, score 1 : 87060
game 1846 : Score 0 : 105810, score 1 : 87060
game 1847 : Score 0 : 105910, score 1 : 87060
game 1848 : Score 0 : 105990, score 1 : 87060
game 1849 : Score 0 : 105990, score 1 : 87220
game 1850 : Score 0 : 106070, score 1 : 87220
game 1851 : Score 0 : 106070, score 1 : 87310
game 1852 : Score 0 : 106070, score 1 : 87400
game 1853 : Score 0 : 106150, score 1 : 87400
game 1854 : Score 0 : 106240, score 1 : 87400
game 1855 : Score 0 : 106240, score 1 : 87480
game 1856 : Score 0 : 106240, score 1 : 87640
game 1857 : Score 0 : 106240, score 1 : 87730
game 1858 : Score 0 : 106240, score 1 : 87820
game 1859 : Score 0 : 106240, score 1 : 87980
game 1860 : Score 0 : 106240, score 1 : 88070
game 1861 : Score 0 : 106330, score 1 : 88070
game 1862 : Score 0 : 106330, score 1 : 88170
game 1863 : Score 0 : 106410, score 1 : 88170
game 1864 : Score 0 : 106490, score 1 : 88170
game 1865 : Score 0 : 106490, score 1 : 88260
game 1866 : Score 0 : 106490, score 1 : 88350
game 1867 : Score 0 : 106570, score 1 : 88350
game 1868 : Score 0 : 106570, score 1 : 88510
game 1869 : Score 0 : 106660, score 1 : 88510
game 1870 : Score 0 : 106750, score 1 : 88510
game 1871 : Score 0 : 106750, score 1 : 88670
game 1872 : Score 0 : 106750, score 1 : 88830
game 1873 : Score 0 : 106750, score 1 : 88990
game 1874 : Score 0 : 106910, score 1 : 88990
game 1875 : Score 0 : 106910, score 1 : 89070
game 1876 : Score 0 : 107000, score 1 : 89070
game 1877 : Score 0 : 107000, score 1 : 89170
game 1878 : Score 0 : 107090, score 1 : 89170
game 1879 : Score 0 : 107090, score 1 : 89250
game 1880 : Score 0 : 107200, score 1 : 89250
game 1881 : Score 0 : 107290, score 1 : 89250
game 1882 : Score 0 : 107290, score 1 : 89340
game 1883 : Score 0 : 107290, score 1 : 89430
game 1884 : Score 0 : 107370, score 1 : 89430
game 1885 : Score 0 : 107460, score 1 : 89430
game 1886 : Score 0 : 107460, score 1 : 89590
game 1887 : Score 0 : 107620, score 1 : 89590
game 1888 : Score 0 : 107620, score 1 : 89750
game 1889 : Score 0 : 107710, score 1 : 89750
game 1890 : Score 0 : 107710, score 1 : 89840
game 1891 : Score 0 : 107790, score 1 : 89840
game 1892 : Score 0 : 107870, score 1 : 89840
game 1893 : Score 0 : 107960, score 1 : 89840
game 1894 : Score 0 : 108040, score 1 : 89840
game 1895 : Score 0 : 108130, score 1 : 89840
game 1896 : Score 0 : 108290, score 1 : 89840
game 1897 : Score 0 : 108290, score 1 : 89920
game 1898 : Score 0 : 108290, score 1 : 90010
game 1899 : Score 0 : 108290, score 1 : 90100
game 1900 : Score 0 : 108370, score 1 : 90100
game 1901 : Score 0 : 108370, score 1 : 90180
game 1902 : Score 0 : 108460, score 1 : 90180
game 1903 : Score 0 : 108620, score 1 : 90180
game 1904 : Score 0 : 108620, score 1 : 90340
game 1905 : Score 0 : 108710, score 1 : 90340
game 1906 : Score 0 : 108790, score 1 : 90340
game 1907 : Score 0 : 108880, score 1 : 90340
game 1908 : Score 0 : 108970, score 1 : 90340
game 1909 : Score 0 : 109130, score 1 : 90340
game 1910 : Score 0 : 109220, score 1 : 90340
game 1911 : Score 0 : 109220, score 1 : 90430
game 1912 : Score 0 : 109220, score 1 : 90590
game 1913 : Score 0 : 109300, score 1 : 90590
game 1914 : Score 0 : 109300, score 1 : 90670
game 1915 : Score 0 : 109460, score 1 : 90670
game 1916 : Score 0 : 109460, score 1 : 90830
game 1917 : Score 0 : 109550, score 1 : 90830
game 1918 : Score 0 : 109650, score 1 : 90830
game 1919 : Score 0 : 109650, score 1 : 90990
game 1920 : Score 0 : 109650, score 1 : 91150
game 1921 : Score 0 : 109730, score 1 : 91150
game 1922 : Score 0 : 109730, score 1 : 91230
game 1923 : Score 0 : 109890, score 1 : 91230
game 1924 : Score 0 : 109980, score 1 : 91230
game 1925 : Score 0 : 110140, score 1 : 91230
game 1926 : Score 0 : 110140, score 1 : 91320
game 1927 : Score 0 : 110140, score 1 : 91410
game 1928 : Score 0 : 110140, score 1 : 91500
game 1929 : Score 0 : 110220, score 1 : 91500
game 1930 : Score 0 : 110220, score 1 : 91590
game 1931 : Score 0 : 110300, score 1 : 91590
game 1932 : Score 0 : 110380, score 1 : 91590
game 1933 : Score 0 : 110460, score 1 : 91590
game 1934 : Score 0 : 110620, score 1 : 91590
game 1935 : Score 0 : 110780, score 1 : 91590
game 1936 : Score 0 : 110870, score 1 : 91590
game 1937 : Score 0 : 110870, score 1 : 91680
game 1938 : Score 0 : 110870, score 1 : 91760
game 1939 : Score 0 : 111030, score 1 : 91760
game 1940 : Score 0 : 111190, score 1 : 91760
game 1941 : Score 0 : 111190, score 1 : 91860
game 1942 : Score 0 : 111190, score 1 : 91950
game 1943 : Score 0 : 111190, score 1 : 92030
game 1944 : Score 0 : 111280, score 1 : 92030
game 1945 : Score 0 : 111370, score 1 : 92030
game 1946 : Score 0 : 111370, score 1 : 92190
game 1947 : Score 0 : 111370, score 1 : 92280
game 1948 : Score 0 : 111460, score 1 : 92280
game 1949 : Score 0 : 111620, score 1 : 92280
game 1950 : Score 0 : 111780, score 1 : 92280
game 1951 : Score 0 : 111780, score 1 : 92370
game 1952 : Score 0 : 111860, score 1 : 92370
game 1953 : Score 0 : 112020, score 1 : 92370
game 1954 : Score 0 : 112110, score 1 : 92370
game 1955 : Score 0 : 112200, score 1 : 92370
game 1956 : Score 0 : 112200, score 1 : 92530
game 1957 : Score 0 : 112280, score 1 : 92530
game 1958 : Score 0 : 112280, score 1 : 92630
game 1959 : Score 0 : 112280, score 1 : 92720
game 1960 : Score 0 : 112360, score 1 : 92720
game 1961 : Score 0 : 112360, score 1 : 92800
game 1962 : Score 0 : 112360, score 1 : 92890
game 1963 : Score 0 : 112360, score 1 : 93050
game 1964 : Score 0 : 112360, score 1 : 93210
game 1965 : Score 0 : 112360, score 1 : 93300
game 1966 : Score 0 : 112520, score 1 : 93300
game 1967 : Score 0 : 112520, score 1 : 93460
game 1968 : Score 0 : 112520, score 1 : 93550
game 1969 : Score 0 : 112610, score 1 : 93550
game 1970 : Score 0 : 112610, score 1 : 93630
game 1971 : Score 0 : 112710, score 1 : 93630
game 1972 : Score 0 : 112710, score 1 : 93720
game 1973 : Score 0 : 112790, score 1 : 93720
game 1974 : Score 0 : 112880, score 1 : 93720
game 1975 : Score 0 : 112960, score 1 : 93720
game 1976 : Score 0 : 112960, score 1 : 93810
game 1977 : Score 0 : 113050, score 1 : 93810
game 1978 : Score 0 : 113050, score 1 : 93970
game 1979 : Score 0 : 113050, score 1 : 94060
game 1980 : Score 0 : 113140, score 1 : 94060
game 1981 : Score 0 : 113220, score 1 : 94060
game 1982 : Score 0 : 113300, score 1 : 94060
game 1983 : Score 0 : 113300, score 1 : 94220
game 1984 : Score 0 : 113300, score 1 : 94300
game 1985 : Score 0 : 113300, score 1 : 94400
game 1986 : Score 0 : 113300, score 1 : 94480
game 1987 : Score 0 : 113300, score 1 : 94560
game 1988 : Score 0 : 113400, score 1 : 94560
game 1989 : Score 0 : 113400, score 1 : 94640
game 1990 : Score 0 : 113400, score 1 : 94800
game 1991 : Score 0 : 113480, score 1 : 94800
game 1992 : Score 0 : 113580, score 1 : 94800
game 1993 : Score 0 : 113580, score 1 : 94960
game 1994 : Score 0 : 113580, score 1 : 95060
game 1995 : Score 0 : 113580, score 1 : 95150
game 1996 : Score 0 : 113740, score 1 : 95150
game 1997 : Score 0 : 113900, score 1 : 95150
game 1998 : Score 0 : 113990, score 1 : 95150
game 1999 : Score 0 : 113990, score 1 : 95250
game 2000 : Score 0 : 113990, score 1 : 95410
game 2001 : Score 0 : 114090, score 1 : 95410
game 2002 : Score 0 : 114250, score 1 : 95410
game 2003 : Score 0 : 114250, score 1 : 95570
game 2004 : Score 0 : 114250, score 1 : 95650
game 2005 : Score 0 : 114410, score 1 : 95650
game 2006 : Score 0 : 114410, score 1 : 95810
game 2007 : Score 0 : 114500, score 1 : 95810
game 2008 : Score 0 : 114590, score 1 : 95810
game 2009 : Score 0 : 114680, score 1 : 95810
game 2010 : Score 0 : 114680, score 1 : 95970
game 2011 : Score 0 : 114840, score 1 : 95970
game 2012 : Score 0 : 114840, score 1 : 96130
game 2013 : Score 0 : 115000, score 1 : 96130
game 2014 : Score 0 : 115160, score 1 : 96130
game 2015 : Score 0 : 115160, score 1 : 96290
game 2016 : Score 0 : 115160, score 1 : 96380
game 2017 : Score 0 : 115160, score 1 : 96540
game 2018 : Score 0 : 115320, score 1 : 96540
game 2019 : Score 0 : 115320, score 1 : 96700
game 2020 : Score 0 : 115320, score 1 : 96790
game 2021 : Score 0 : 115480, score 1 : 96790
game 2022 : Score 0 : 115570, score 1 : 96790
game 2023 : Score 0 : 115670, score 1 : 96790
game 2024 : Score 0 : 115750, score 1 : 96790
game 2025 : Score 0 : 115750, score 1 : 96880
game 2026 : Score 0 : 115750, score 1 : 97040
game 2027 : Score 0 : 115830, score 1 : 97040
game 2028 : Score 0 : 115830, score 1 : 97130
game 2029 : Score 0 : 115830, score 1 : 97210
game 2030 : Score 0 : 115920, score 1 : 97210
game 2031 : Score 0 : 116010, score 1 : 97210
game 2032 : Score 0 : 116010, score 1 : 97300
game 2033 : Score 0 : 116100, score 1 : 97300
game 2034 : Score 0 : 116100, score 1 : 97380
game 2035 : Score 0 : 116190, score 1 : 97380
game 2036 : Score 0 : 116190, score 1 : 97470
game 2037 : Score 0 : 116290, score 1 : 97470
game 2038 : Score 0 : 116370, score 1 : 97470
game 2039 : Score 0 : 116530, score 1 : 97470
game 2040 : Score 0 : 116620, score 1 : 97470
game 2041 : Score 0 : 116700, score 1 : 97470
game 2042 : Score 0 : 116700, score 1 : 97570
game 2043 : Score 0 : 116860, score 1 : 97570
game 2044 : Score 0 : 116950, score 1 : 97570
game 2045 : Score 0 : 117040, score 1 : 97570
game 2046 : Score 0 : 117200, score 1 : 97570
game 2047 : Score 0 : 117290, score 1 : 97570
game 2048 : Score 0 : 117290, score 1 : 97660
game 2049 : Score 0 : 117450, score 1 : 97660
game 2050 : Score 0 : 117450, score 1 : 97750
game 2051 : Score 0 : 117540, score 1 : 97750
game 2052 : Score 0 : 117630, score 1 : 97750
game 2053 : Score 0 : 117710, score 1 : 97750
game 2054 : Score 0 : 117800, score 1 : 97750
game 2055 : Score 0 : 117800, score 1 : 97830
game 2056 : Score 0 : 117880, score 1 : 97830
game 2057 : Score 0 : 118040, score 1 : 97830
game 2058 : Score 0 : 118140, score 1 : 97830
game 2059 : Score 0 : 118140, score 1 : 97920
game 2060 : Score 0 : 118230, score 1 : 97920
game 2061 : Score 0 : 118230, score 1 : 98010
game 2062 : Score 0 : 118340, score 1 : 98010
game 2063 : Score 0 : 118430, score 1 : 98010
game 2064 : Score 0 : 118430, score 1 : 98170
game 2065 : Score 0 : 118430, score 1 : 98330
game 2066 : Score 0 : 118510, score 1 : 98330
game 2067 : Score 0 : 118510, score 1 : 98420
game 2068 : Score 0 : 118510, score 1 : 98500
game 2069 : Score 0 : 118590, score 1 : 98500
game 2070 : Score 0 : 118690, score 1 : 98500
game 2071 : Score 0 : 118780, score 1 : 98500
game 2072 : Score 0 : 118880, score 1 : 98500
game 2073 : Score 0 : 118970, score 1 : 98500
game 2074 : Score 0 : 119050, score 1 : 98500
game 2075 : Score 0 : 119140, score 1 : 98500
game 2076 : Score 0 : 119220, score 1 : 98500
game 2077 : Score 0 : 119220, score 1 : 98580
game 2078 : Score 0 : 119220, score 1 : 98740
game 2079 : Score 0 : 119310, score 1 : 98740
game 2080 : Score 0 : 119410, score 1 : 98740
game 2081 : Score 0 : 119500, score 1 : 98740
game 2082 : Score 0 : 119500, score 1 : 98830
game 2083 : Score 0 : 119660, score 1 : 98830
game 2084 : Score 0 : 119740, score 1 : 98830
game 2085 : Score 0 : 119900, score 1 : 98830
game 2086 : Score 0 : 119900, score 1 : 98990
game 2087 : Score 0 : 119990, score 1 : 98990
game 2088 : Score 0 : 120150, score 1 : 98990
game 2089 : Score 0 : 120150, score 1 : 99150
game 2090 : Score 0 : 120240, score 1 : 99150
game 2091 : Score 0 : 120240, score 1 : 99240
game 2092 : Score 0 : 120400, score 1 : 99240
game 2093 : Score 0 : 120400, score 1 : 99330
game 2094 : Score 0 : 120560, score 1 : 99330
game 2095 : Score 0 : 120650, score 1 : 99330
game 2096 : Score 0 : 120650, score 1 : 99410
game 2097 : Score 0 : 120740, score 1 : 99410
game 2098 : Score 0 : 120740, score 1 : 99490
game 2099 : Score 0 : 120820, score 1 : 99490
game 2100 : Score 0 : 120820, score 1 : 99650
game 2101 : Score 0 : 120820, score 1 : 99810
game 2102 : Score 0 : 120980, score 1 : 99810
game 2103 : Score 0 : 121080, score 1 : 99810
game 2104 : Score 0 : 121080, score 1 : 99970
game 2105 : Score 0 : 121170, score 1 : 99970
game 2106 : Score 0 : 121250, score 1 : 99970
game 2107 : Score 0 : 121350, score 1 : 99970
game 2108 : Score 0 : 121350, score 1 : 100130
game 2109 : Score 0 : 121510, score 1 : 100130
game 2110 : Score 0 : 121600, score 1 : 100130
game 2111 : Score 0 : 121700, score 1 : 100130
game 2112 : Score 0 : 121780, score 1 : 100130
game 2113 : Score 0 : 121940, score 1 : 100130
game 2114 : Score 0 : 122020, score 1 : 100130
game 2115 : Score 0 : 122100, score 1 : 100130
game 2116 : Score 0 : 122190, score 1 : 100130
game 2117 : Score 0 : 122190, score 1 : 100220
game 2118 : Score 0 : 122190, score 1 : 100380
game 2119 : Score 0 : 122190, score 1 : 100470
game 2120 : Score 0 : 122190, score 1 : 100560
game 2121 : Score 0 : 122270, score 1 : 100560
game 2122 : Score 0 : 122370, score 1 : 100560
game 2123 : Score 0 : 122460, score 1 : 100560
game 2124 : Score 0 : 122550, score 1 : 100560
game 2125 : Score 0 : 122550, score 1 : 100660
game 2126 : Score 0 : 122550, score 1 : 100820
game 2127 : Score 0 : 122650, score 1 : 100820
game 2128 : Score 0 : 122650, score 1 : 100910
game 2129 : Score 0 : 122810, score 1 : 100910
game 2130 : Score 0 : 122890, score 1 : 100910
game 2131 : Score 0 : 122890, score 1 : 101070
game 2132 : Score 0 : 123050, score 1 : 101070
game 2133 : Score 0 : 123130, score 1 : 101070
game 2134 : Score 0 : 123130, score 1 : 101160
game 2135 : Score 0 : 123220, score 1 : 101160
game 2136 : Score 0 : 123380, score 1 : 101160
game 2137 : Score 0 : 123470, score 1 : 101160
game 2138 : Score 0 : 123470, score 1 : 101250
game 2139 : Score 0 : 123570, score 1 : 101250
game 2140 : Score 0 : 123670, score 1 : 101250
game 2141 : Score 0 : 123750, score 1 : 101250
game 2142 : Score 0 : 123910, score 1 : 101250
game 2143 : Score 0 : 123910, score 1 : 101340
game 2144 : Score 0 : 124070, score 1 : 101340
game 2145 : Score 0 : 124230, score 1 : 101340
game 2146 : Score 0 : 124230, score 1 : 101500
game 2147 : Score 0 : 124320, score 1 : 101500
game 2148 : Score 0 : 124410, score 1 : 101500
game 2149 : Score 0 : 124410, score 1 : 101600
game 2150 : Score 0 : 124510, score 1 : 101600
game 2151 : Score 0 : 124610, score 1 : 101600
game 2152 : Score 0 : 124610, score 1 : 101700
game 2153 : Score 0 : 124610, score 1 : 101780
game 2154 : Score 0 : 124610, score 1 : 101860
game 2155 : Score 0 : 124700, score 1 : 101860
game 2156 : Score 0 : 124780, score 1 : 101860
game 2157 : Score 0 : 124780, score 1 : 101940
game 2158 : Score 0 : 124870, score 1 : 101940
game 2159 : Score 0 : 124960, score 1 : 101940
game 2160 : Score 0 : 125120, score 1 : 101940
game 2161 : Score 0 : 125200, score 1 : 101940
game 2162 : Score 0 : 125290, score 1 : 101940
game 2163 : Score 0 : 125370, score 1 : 101940
game 2164 : Score 0 : 125450, score 1 : 101940
game 2165 : Score 0 : 125540, score 1 : 101940
game 2166 : Score 0 : 125620, score 1 : 101940
game 2167 : Score 0 : 125700, score 1 : 101940
game 2168 : Score 0 : 125800, score 1 : 101940
game 2169 : Score 0 : 125890, score 1 : 101940
game 2170 : Score 0 : 125890, score 1 : 102100
game 2171 : Score 0 : 125890, score 1 : 102260
game 2172 : Score 0 : 125890, score 1 : 102360
game 2173 : Score 0 : 125890, score 1 : 102450
game 2174 : Score 0 : 125890, score 1 : 102540
game 2175 : Score 0 : 125980, score 1 : 102540
game 2176 : Score 0 : 126140, score 1 : 102540
game 2177 : Score 0 : 126220, score 1 : 102540
game 2178 : Score 0 : 126380, score 1 : 102540
game 2179 : Score 0 : 126460, score 1 : 102540
game 2180 : Score 0 : 126460, score 1 : 102620
game 2181 : Score 0 : 126460, score 1 : 102710
game 2182 : Score 0 : 126460, score 1 : 102790
game 2183 : Score 0 : 126460, score 1 : 102950
game 2184 : Score 0 : 126460, score 1 : 103040
game 2185 : Score 0 : 126540, score 1 : 103040
game 2186 : Score 0 : 126630, score 1 : 103040
game 2187 : Score 0 : 126630, score 1 : 103200
game 2188 : Score 0 : 126710, score 1 : 103200
game 2189 : Score 0 : 126870, score 1 : 103200
game 2190 : Score 0 : 126870, score 1 : 103360
game 2191 : Score 0 : 126870, score 1 : 103450
game 2192 : Score 0 : 126870, score 1 : 103540
game 2193 : Score 0 : 126870, score 1 : 103640
game 2194 : Score 0 : 127030, score 1 : 103640
game 2195 : Score 0 : 127190, score 1 : 103640
game 2196 : Score 0 : 127190, score 1 : 103730
game 2197 : Score 0 : 127280, score 1 : 103730
game 2198 : Score 0 : 127370, score 1 : 103730
game 2199 : Score 0 : 127370, score 1 : 103810
game 2200 : Score 0 : 127450, score 1 : 103810
game 2201 : Score 0 : 127450, score 1 : 103900
game 2202 : Score 0 : 127540, score 1 : 103900
game 2203 : Score 0 : 127630, score 1 : 103900
game 2204 : Score 0 : 127630, score 1 : 103990
game 2205 : Score 0 : 127720, score 1 : 103990
game 2206 : Score 0 : 127810, score 1 : 103990
game 2207 : Score 0 : 127810, score 1 : 104080
game 2208 : Score 0 : 127970, score 1 : 104080
game 2209 : Score 0 : 128130, score 1 : 104080
game 2210 : Score 0 : 128230, score 1 : 104080
game 2211 : Score 0 : 128320, score 1 : 104080
game 2212 : Score 0 : 128320, score 1 : 104170
game 2213 : Score 0 : 128410, score 1 : 104170
game 2214 : Score 0 : 128500, score 1 : 104170
game 2215 : Score 0 : 128660, score 1 : 104170
game 2216 : Score 0 : 128660, score 1 : 104250
game 2217 : Score 0 : 128660, score 1 : 104340
game 2218 : Score 0 : 128740, score 1 : 104340
game 2219 : Score 0 : 128740, score 1 : 104420
game 2220 : Score 0 : 128740, score 1 : 104580
game 2221 : Score 0 : 128830, score 1 : 104580
game 2222 : Score 0 : 128910, score 1 : 104580
game 2223 : Score 0 : 129000, score 1 : 104580
game 2224 : Score 0 : 129160, score 1 : 104580
game 2225 : Score 0 : 129160, score 1 : 104670
game 2226 : Score 0 : 129260, score 1 : 104670
game 2227 : Score 0 : 129340, score 1 : 104670
game 2228 : Score 0 : 129340, score 1 : 104760
game 2229 : Score 0 : 129340, score 1 : 104860
game 2230 : Score 0 : 129500, score 1 : 104860
game 2231 : Score 0 : 129500, score 1 : 104950
game 2232 : Score 0 : 129500, score 1 : 105050
game 2233 : Score 0 : 129500, score 1 : 105130
game 2234 : Score 0 : 129590, score 1 : 105130
game 2235 : Score 0 : 129590, score 1 : 105220
game 2236 : Score 0 : 129680, score 1 : 105220
game 2237 : Score 0 : 129680, score 1 : 105310
game 2238 : Score 0 : 129680, score 1 : 105470
game 2239 : Score 0 : 129770, score 1 : 105470
game 2240 : Score 0 : 129770, score 1 : 105560
game 2241 : Score 0 : 129850, score 1 : 105560
game 2242 : Score 0 : 130010, score 1 : 105560
game 2243 : Score 0 : 130100, score 1 : 105560
game 2244 : Score 0 : 130100, score 1 : 105720
game 2245 : Score 0 : 130190, score 1 : 105720
game 2246 : Score 0 : 130270, score 1 : 105720
game 2247 : Score 0 : 130370, score 1 : 105720
game 2248 : Score 0 : 130460, score 1 : 105720
game 2249 : Score 0 : 130460, score 1 : 105880
game 2250 : Score 0 : 130620, score 1 : 105880
game 2251 : Score 0 : 130620, score 1 : 105970
game 2252 : Score 0 : 130710, score 1 : 105970
game 2253 : Score 0 : 130710, score 1 : 106060
game 2254 : Score 0 : 130800, score 1 : 106060
game 2255 : Score 0 : 130800, score 1 : 106140
game 2256 : Score 0 : 130800, score 1 : 106240
game 2257 : Score 0 : 130960, score 1 : 106240
game 2258 : Score 0 : 131040, score 1 : 106240
game 2259 : Score 0 : 131130, score 1 : 106240
game 2260 : Score 0 : 131290, score 1 : 106240
game 2261 : Score 0 : 131450, score 1 : 106240
game 2262 : Score 0 : 131610, score 1 : 106240
game 2263 : Score 0 : 131610, score 1 : 106330
game 2264 : Score 0 : 131710, score 1 : 106330
game 2265 : Score 0 : 131710, score 1 : 106420
game 2266 : Score 0 : 131800, score 1 : 106420
game 2267 : Score 0 : 131880, score 1 : 106420
game 2268 : Score 0 : 131960, score 1 : 106420
game 2269 : Score 0 : 131960, score 1 : 106510
game 2270 : Score 0 : 132050, score 1 : 106510
game 2271 : Score 0 : 132050, score 1 : 106670
game 2272 : Score 0 : 132150, score 1 : 106670
game 2273 : Score 0 : 132240, score 1 : 106670
game 2274 : Score 0 : 132330, score 1 : 106670
game 2275 : Score 0 : 132410, score 1 : 106670
game 2276 : Score 0 : 132490, score 1 : 106670
game 2277 : Score 0 : 132490, score 1 : 106830
game 2278 : Score 0 : 132490, score 1 : 106990
game 2279 : Score 0 : 132580, score 1 : 106990
